center,left,right,steering,throttle,brake,speed
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_235.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_235.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_235.jpg,0.6117647,0,0,18.15355
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_306.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_306.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_306.jpg,0.5705882,0,0,18.37514
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_378.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_378.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_378.jpg,0.2176471,0,0,18.81627
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_449.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_449.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_449.jpg,-0.4,0,0,18.78704
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_518.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_518.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_518.jpg,-0.4176471,0,0,18.63603
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_586.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_586.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_586.jpg,-0.4176471,0,0,18.71405
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_654.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_654.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_654.jpg,-0.4176471,0,0,19.32586
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_723.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_723.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_723.jpg,-0.4176471,0,0,19.29922
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_796.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_796.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_796.jpg,-0.4176471,0.0586872,0,19.30043
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_869.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_869.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_869.jpg,-0.4176471,0,0,19.58958
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_21_938.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_21_938.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_21_938.jpg,-0.4176471,0,0.1810845,19.49541
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_013.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_013.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_013.jpg,-0.3882353,0,0.2093013,18.59789
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_086.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_086.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_086.jpg,-0.3294118,0,0,17.74962
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_156.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_156.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_156.jpg,-0.2764706,0,0,17.51557
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_228.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_228.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_228.jpg,0.1529412,0,0,17.78617
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_301.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_301.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_301.jpg,0.2352941,0,0,17.83642
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_370.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_370.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_370.jpg,0.2352941,0,0,18.23084
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_441.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_441.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_441.jpg,0.2352941,0,0,18.21612
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_517.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_517.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_517.jpg,0.2352941,0,0,18.57923
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_591.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_591.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_591.jpg,0.2176471,0,0,18.75532
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_660.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_660.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_660.jpg,0.2058824,0,0,19.29409
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_736.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_736.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_736.jpg,0.1647059,0,0,19.2214
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_809.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_809.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_809.jpg,0.08823529,0,0,19.53037
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_882.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_882.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_882.jpg,0.01176471,0,0,19.7779
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_22_952.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_22_952.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_22_952.jpg,-0.08823529,0,0,20.02966
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_025.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_025.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_025.jpg,-0.09411765,0,0,19.52109
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_096.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_096.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_096.jpg,-0.09411765,0,0,19.80629
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_168.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_168.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_168.jpg,-0.09411765,0,0,19.3272
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_244.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_244.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_244.jpg,-0.09411765,0,0,19.29784
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_316.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_316.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_316.jpg,-0.09411765,0,0,18.68973
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_395.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_395.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_395.jpg,-0.09411765,0,0,18.71881
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_472.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_472.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_472.jpg,-0.09411765,0,0,18.6167
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_542.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_542.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_542.jpg,-0.1294118,0,0,18.55956
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_609.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_609.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_609.jpg,-0.1882353,0,0,18.75377
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_684.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_684.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_684.jpg,-0.2294118,0,0,18.58245
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_760.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_760.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_760.jpg,-0.2411765,0,0,18.06589
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_838.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_838.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_838.jpg,-0.2764706,0,0,17.89573
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_913.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_913.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_913.jpg,-0.3117647,0,0,17.70541
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_23_983.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_23_983.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_23_983.jpg,-0.3647059,0,0,17.52407
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_058.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_058.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_058.jpg,-0.4176471,0,0,17.90644
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_135.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_135.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_135.jpg,-0.4705882,0,0,17.73636
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_213.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_213.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_213.jpg,-0.5294118,0,0.106155,16.89345
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_289.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_289.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_289.jpg,-0.5588235,0,0.3334572,15.58885
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_366.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_366.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_366.jpg,-0.6,0,0.5665419,14.30097
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_442.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_442.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_442.jpg,-0.6176471,0,0.7924926,13.03626
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_514.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_514.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_514.jpg,-0.6176471,0,0.9764616,12.10488
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_593.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_593.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_593.jpg,-0.6176471,0,1,10.91248
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_665.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_665.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_665.jpg,-0.6176471,0,0.9278059,9.680002
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_735.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_735.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_735.jpg,-0.6058823,0,0.7473223,8.778651
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_807.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_807.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_807.jpg,-0.6,0,0.4993465,7.596765
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_877.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_877.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_877.jpg,-0.6058823,0,0.3254926,6.720625
C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\center_2019_11_28_22_18_24_954.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\left_2019_11_28_22_18_24_954.jpg,C:\Users\praga\OneDrive\Documents\GitHub\NanoDegreeSelfDrivingCar\CarND-Behavioral-Cloning\data\IMG\right_2019_11_28_22_18_24_954.jpg,-0.6235294,0,0.09326562,5.562695
